ds;USD;País;Último;Máxima;lag_Estadual
2020-07-01;4.456184126882821;34.62063873827785;29088.251698016797;33869.99399299726;33.392192073202075
2020-08-01;4.366105885646338;34.31389626246747;27625.56166805829;29772.982416080235;32.48936533902806
2020-09-01;4.385631158478538;34.83639412847508;26906.18957931643;28960.564842458625;32.594979633049135
2020-10-01;4.451405818236433;35.299503682996125;27439.671055484992;28727.119431818624;32.81853890570489
2020-11-01;4.5302887547632;35.74206590508672;26771.070146830047;27974.357625717257;33.0810139005926
2020-12-01;4.591679653716233;36.051630398650644;28815.502463048088;29115.509957839906;33.337638299484716
2021-01-01;4.630428337095115;36.24393024515238;27766.67508522467;28563.733811201346;33.85270903534718
2021-02-01;4.5086184186137865;36.080818914329406;27738.571838206637;27979.566082255715;33.941432264001044
2021-03-01;4.6080684683754205;37.29660072658549;28963.099245793095;30413.128268480454;35.170851497725586
2021-04-01;4.659892696251168;37.19324346449506;28553.328469674863;29221.26834808738;35.399792088752015
2021-05-01;4.698718649194679;36.943524781055245;27648.588496694032;29491.076370785944;35.26033652865079
2021-06-01;4.7626989565270685;36.72218258070318;26966.086000792402;30144.472060139276;35.1443568288463
2021-07-01;4.7467715782554905;36.33788352819499;25662.089783274296;30007.328336258204;35.13930680714519
2021-08-01;4.68135788340661;36.02145927279813;24394.810460981986;26294.636363779777;34.25650649036983
2021-09-01;4.722146398093474;36.492818516401215;23526.280830866395;25546.37733766291;34.251444282369484
2021-10-01;4.7906386763015005;36.836772048988195;24233.703961601816;25139.8223880078;34.448434812986875
2021-11-01;4.814695514740726;37.24059869215729;23259.490686421057;24418.01688133326;34.66688056437264
2021-12-01;4.862968475211783;37.62877147761691;25280.04996414256;25301.211149191775;34.98868698566184
2022-01-01;4.913214218561491;37.97404598308886;24688.081908705386;25257.587292111275;35.58917997037071
2022-02-01;4.8691541539493794;38.18099985572604;25107.20481003364;25089.69997992438;35.92705108750629
2022-03-01;4.901363774697825;38.56065219016226;24851.119735521403;26165.69486400432;36.56203617497763
2022-04-01;4.987799232788658;38.700054392779975;25034.68447832951;25504.507387390626;37.04124809776382
2022-05-01;4.9964529185277105;38.58275327487683;24838.72919913255;26257.45720618606;36.96378945528099
2022-06-01;5.046030433246076;38.47153300839506;23664.949554442657;26957.290813187963;36.83888265276925
2022-07-01;5.038091606842266;38.05465269384175;22234.922992613974;26139.4583747124;36.88698037140496
2022-08-01;4.997599078650899;37.726808470527686;21164.03663802084;22820.639847145005;36.021824862111956
2022-09-01;5.059012655036595;38.14528207489144;20146.062355590857;22131.29800748505;35.905042971251014
2022-10-01;5.1288262881070565;38.37143817574696;21024.963759087554;21550.057085264685;36.07699046577477
2022-11-01;5.097884514296867;38.74061131837061;19746.005519321647;20860.321203740226;36.2537826170852
2022-12-01;5.134376696825324;39.21179237577875;21752.52352522225;21493.04056514472;36.643556032812214
2023-01-01;5.197387856768153;39.71107351859782;21619.91094085491;21961.783590853993;37.32988739383449
2023-02-01;5.2303074684656625;40.27615198989652;22464.24824930885;22189.82810903166;37.90898998260112
2023-03-01;5.194234563462077;39.81730315753655;20731.17495534936;21910.022405553333;37.949125032513024
2023-04-01;5.315362673739514;40.21065514195545;21531.501458639268;21800.867750675716;38.68584355382117
2023-05-01;5.293465394343221;40.227341525781675;22033.687435732638;23032.08940429834;38.66949423295122
2023-06-01;5.32924473358725;40.2236692764636;20357.332536757942;23763.0956393785;38.5350777682291
2023-07-01;5.330168479585001;39.77079731764058;18806.856168931507;22266.690665527083;38.635105532716665
2023-08-01;5.314814431998445;39.42983293914365;17933.199738429612;19351.016142621513;37.78521506651913
2023-09-01;5.396181894526358;39.79377667040804;16765.56682894883;18715.216387350127;37.55580081594405
2023-10-01;5.465931150538702;39.90367767111532;17813.413862306264;17957.896810061447;37.70431336222486
2023-11-01;5.379886304103728;40.2423252521667;16230.874869813866;17301.40022355401;37.841862734809716
2023-12-01;5.405961451293075;40.80074961979759;18233.1131374329;17691.238759749904;38.302269659121826
2024-01-01;5.482973803332032;41.45477358934253;18561.736246300876;18675.944161996777;39.07467470071905
2024-02-01;5.592024299991433;42.36575935071673;19808.983355968274;19279.26984396519;39.88691739853685
2024-03-01;5.54557436670367;42.588269362431525;19798.109887410552;20535.510340313198;40.50693537330042
2024-04-01;5.562884374784243;42.25346737626765;18818.962662637092;18834.77461686509;40.49300558113279
2024-05-01;5.631468531176404;41.87316085527056;17195.67174420419;18617.32054148043;40.29080668281948
2024-06-01;5.7104337745713725;41.539289500520056;16992.74844648246;19209.029550479725;40.18320274317028
2024-07-01;5.687405826274985;41.1841628573405;15820.12757016253;19753.973982126336;40.12385487385969
2024-08-01;5.597327585038345;40.87742038153129;14357.437540200994;15656.962405205555;39.221028139686275
2024-09-01;5.61685285787007;41.399918247537464;13638.065451458295;14844.544831581756;39.32664243370685
2024-10-01;5.682627517627892;41.86302780205953;14171.546927625865;14611.099420943236;39.55020170636298
2024-11-01;5.761510454154982;42.30559002414929;13502.946018969142;13858.337614838758;39.812676701249856
2024-12-01;5.8229013531083105;42.6151545177149;15547.378335194446;14999.489946969423;40.06930110014316
2025-01-01;5.861650036487242;42.807454364214315;14498.550957366708;14447.713800324245;40.584371836004514
2025-02-01;5.739840118005764;42.6443430333931;14470.447710351234;13863.546071382452;40.67309506465952
2025-03-01;5.83929016776742;43.86012484564689;15694.975117933656;16297.108257603948;41.902514298382115
2025-04-01;5.8911143956431475;43.75676758355644;15285.204341817163;15105.248337211407;42.131454889408786
2025-05-01;5.929940348586642;43.5070489001189;14380.464368840601;15375.056359914492;41.99199932930892
