Data;Cultivo;Estadual;País;Id;Último;Abertura;Máxima;Mínima
2020-05-01;Milho;40.2103;42.6298;1;32575.0;31100.0;33075.0;30550.0
2020-04-01;Milho;41.8399;44.7209;1;31150.0;34125.0;34325.0;30025.0
2020-03-01;Milho;41.9447;44.5471;1;34075.0;36650.0;38850.0;33200.0
2020-02-01;Milho;40.1432;43.1399;1;36650.0;38050.0;38500.0;36175.0
2020-01-01;Milho;39.0451;40.2439;1;38125.0;38775.0;39400.0;37525.0
2019-12-01;Milho;36.503;37.3426;1;38775.0;37175.0;39200.0;35700.0
2019-11-01;Milho;33.7372;34.7516;1;37125.0;38925.0;39175.0;36225.0
2019-10-01;Milho;31.4362;32.7125;1;39000.0;38675.0;40250.0;37825.0
2019-09-01;Milho;28.4638;30.8726;1;38800.0;35875.0;38825.0;34000.0
2019-08-01;Milho;29.1359;30.8232;1;35800.0;40175.0;41700.0;35525.0
2019-07-01;Milho;30.1418;31.0419;1;40025.0;42425.0;46000.0;40000.0
2019-06-01;Milho;29.726;30.4284;1;42025.0;42625.0;46425.0;40700.0
2019-05-01;Milho;26.8265;29.4244;1;42700.0;35350.0;43800.0;33550.0
2019-04-01;Milho;28.7137;31.1385;1;35325.0;35650.0;36625.0;34225.0
2019-03-01;Milho;31.6643;32.1206;1;35650.0;36175.0;38075.0;35275.0
2019-02-01;Milho;31.1631;31.5911;1;36200.0;37650.0;38175.0;36125.0
2019-01-01;Milho;29.8377;31.1057;1;37650.0;37525.0;38450.0;37100.0
2018-12-01;Milho;28.9602;31.0653;1;37500.0;37275.0;38650.0;36925.0
2018-11-01;Milho;28.3148;31.0638;1;36650.0;36325.0;37900.0;35525.0
2018-10-01;Milho;30.7409;32.9447;1;36325.0;35675.0;37850.0;35650.0
2018-09-01;Milho;33.2646;34.7195;1;35625.0;35150.0;36675.0;33700.0
2018-08-01;Milho;32.5824;33.1906;1;35100.0;37200.0;37375.0;34025.0
2018-07-01;Milho;31.0605;31.5696;1;37225.0;35225.0;37425.0;32975.0
2018-06-01;Milho;33.7304;33.3973;1;35025.0;39375.0;39700.0;33875.0
2018-05-01;Milho;32.8868;33.0716;1;39400.0;39300.0;41225.0;38750.0
2018-04-01;Milho;31.9258;32.267;1;39250.0;38925.0;39575.0;37200.0
2018-03-01;Milho;28.8891;29.2892;1;38775.0;37400.0;39075.0;36925.0
2018-02-01;Milho;23.8613;25.9276;1;37450.0;36075.0;37675.0;35625.0
2018-01-01;Milho;23.7798;25.6172;1;36150.0;35125.0;36225.0;34550.0
2017-12-01;Milho;23.5054;25.2463;1;35075.0;34175.0;35425.0;33525.0
2017-11-01;Milho;22.5645;24.7434;1;34175.0;34575.0;35200.0;33550.0
2017-10-01;Milho;21.414;23.6578;1;34575.0;35475.0;35625.0;34250.0
2017-09-01;Milho;19.5648;21.7791;1;35525.0;34150.0;35800.0;33600.0
2017-08-01;Milho;18.4325;20.397;1;34225.0;36925.0;37550.0;32850.0
2017-07-01;Milho;20.0011;20.6935;1;37075.0;37325.0;39450.0;36000.0
2017-06-01;Milho;20.9348;21.3798;1;37050.0;37150.0;39175.0;35625.0
2017-05-01;Milho;21.4213;22.1764;1;37200.0;36300.0;37750.0;35625.0
2017-04-01;Milho;21.8404;23.1465;1;35800.0;36575.0;37300.0;35425.0
2017-03-01;Milho;24.4695;26.2242;1;36425.0;36625.0;37700.0;35300.0
2017-02-01;Milho;26.4887;28.6252;1;36675.0;36000.0;38000.0;35800.0
2017-01-01;Milho;28.6004;31.2942;1;35975.0;35200.0;37100.0;35150.0
2016-12-01;Milho;29.8538;33.6929;1;35200.0;33700.0;36300.0;33100.0
2016-11-01;Milho;30.8948;36.5976;1;33675.0;35475.0;35650.0;33550.0
2016-10-01;Milho;33.3494;38.6384;1;35475.0;33625.0;35925.0;33525.0
2016-09-01;Milho;32.7144;39.5152;1;33675.0;30200.0;34225.0;30175.0
2016-08-01;Milho;36.2336;41.4889;1;30150.0;33250.0;33475.0;30100.0
2016-07-01;Milho;34.8006;40.8321;1;33450.0;36075.0;37450.0;32675.0
2016-06-01;Milho;40.1482;44.4383;1;35875.0;40425.0;43925.0;35575.0
2016-05-01;Milho;39.7333;43.5813;1;40475.0;38875.0;41350.0;36700.0
2016-04-01;Milho;36.5124;39.6178;1;39025.0;35175.0;40200.0;34725.0
2016-03-01;Milho;33.9141;36.4641;1;35150.0;35350.0;37400.0;34750.0
2016-02-01;Milho;33.1637;34.1623;1;35350.0;37100.0;37375.0;35250.0
2016-01-01;Milho;28.1981;30.049;1;37200.0;35950.0;37300.0;34850.0
2015-12-01;Milho;25.0678;27.7621;1;35875.0;36525.0;38175.0;35700.0
2015-11-01;Milho;25.1187;26.9017;1;36500.0;38125.0;38350.0;35600.0
2015-10-01;Milho;25.1906;26.1239;1;38225.0;38775.0;39975.0;37200.0
2015-09-01;Milho;22.8226;23.8048;1;38775.0;36250.0;39500.0;34675.0
2015-08-01;Milho;21.4791;22.0039;1;36375.0;37000.0;39150.0;34650.0
2015-07-01;Milho;20.9905;21.2886;1;37100.0;41100.0;43875.0;36575.0
2015-06-01;Milho;19.7793;20.9259;1;41400.0;35050.0;41500.0;34675.0
2015-05-01;Milho;20.0878;21.5858;1;35150.0;36250.0;37150.0;34825.0
2015-04-01;Milho;21.7496;22.9217;1;36250.0;37700.0;39000.0;35900.0
2015-03-01;Milho;21.8381;22.951;1;37625.0;38300.0;39850.0;36700.0
2015-02-01;Milho;21.0497;22.4603;1;38450.0;36975.0;39175.0;36750.0
2015-01-01;Milho;21.3818;22.8404;1;37000.0;39625.0;40950.0;36575.0
2014-12-01;Milho;21.6071;22.9878;1;39700.0;37400.0;41700.0;36425.0
2014-11-01;Milho;19.771;21.6414;1;37575.0;37450.0;38900.0;35900.0
2014-10-01;Milho;18.0369;19.7533;1;37675.0;32025.0;38100.0;31825.0
2014-09-01;Milho;18.2279;19.6012;1;32075.0;35750.0;36075.0;31950.0
2014-08-01;Milho;18.6175;19.8611;1;35900.0;35700.0;37000.0;34775.0
2014-07-01;Milho;19.0463;20.4697;1;35700.0;42375.0;42375.0;35650.0
2014-06-01;Milho;20.6039;22.2794;1;42425.0;46500.0;47050.0;42250.0
2014-05-01;Milho;22.4764;23.8492;1;46575.0;51325.0;51950.0;46500.0
2014-04-01;Milho;23.4608;24.6627;1;51400.0;50150.0;51900.0;48550.0
2014-03-01;Milho;23.3412;23.7986;1;50200.0;45900.0;50375.0;45725.0
2014-02-01;Milho;20.8414;22.2677;1;45750.0;43350.0;45900.0;43325.0
2014-01-01;Milho;19.7362;21.6524;1;43400.0;42200.0;43550.0;40625.0
2013-12-01;Milho;18.9503;21.1893;1;42200.0;41475.0;43600.0;41000.0
2013-11-01;Milho;17.933;20.7766;1;41525.0;42775.0;43800.0;41075.0
2013-10-01;Milho;17.7152;20.5075;1;42825.0;44125.0;44975.0;42700.0
2013-09-01;Milho;18.1971;20.6419;1;44150.0;50125.0;50450.0;44075.0
2013-08-01;Milho;17.9168;20.4672;1;49500.0;49900.0;52275.0;45375.0
2013-07-01;Milho;19.6569;21.51;1;49900.0;67850.0;80000.0;48825.0
2013-06-01;Milho;20.06;22.0195;1;67925.0;66125.0;68550.0;64050.0
2013-05-01;Milho;19.4642;22.6409;1;66200.0;67950.0;72250.0;63250.0
2013-04-01;Milho;20.3566;24.1499;1;68325.0;67900.0;69300.0;62650.0
2013-03-01;Milho;23.6527;26.541;1;69525.0;71950.0;74900.0;69525.0
2013-02-01;Milho;25.8401;27.6627;1;71950.0;74025.0;74625.0;68725.0
2013-01-01;Milho;26.3994;27.7658;1;74050.0;70625.0;74450.0;67800.0
2012-12-01;Milho;27.8117;28.4496;1;69825.0;75200.0;75900.0;68750.0
2012-11-01;Milho;26.3476;27.3305;1;74800.0;75550.0;76325.0;71050.0
2012-10-01;Milho;24.6866;26.4389;1;75575.0;76025.0;77600.0;73225.0
2012-09-01;Milho;25.7712;26.7028;1;75625.0;80500.0;81825.0;70500.0
2012-08-01;Milho;26.974;26.1481;1;80275.0;80650.0;84375.0;77675.0
2012-07-01;Milho;22.7029;22.9115;1;80525.0;64250.0;82050.0;64075.0
2012-06-01;Milho;20.3671;21.8398;1;62850.0;52575.0;64925.0;51000.0
2012-05-01;Milho;20.8794;22.4579;1;52550.0;63200.0;63425.0;51150.0
2012-04-01;Milho;21.9217;24.0375;1;63425.0;64675.0;65975.0;59175.0
2012-03-01;Milho;22.9682;25.145;1;64325.0;65600.0;67325.0;60250.0
2012-02-01;Milho;23.3501;25.4061;1;65800.0;64500.0;66150.0;62600.0
2012-01-01;Milho;22.0851;24.8073;1;64525.0;66950.0;67250.0;59925.0
2011-12-01;Milho;20.5442;23.7472;1;65475.0;60875.0;65650.0;57850.0
2011-11-01;Milho;22.0283;24.6414;1;60800.0;65850.0;67625.0;58700.0
2011-10-01;Milho;22.1969;24.8011;1;65900.0;60425.0;67500.0;58600.0
2011-09-01;Milho;23.0456;25.0376;1;60575.0;76600.0;76750.0;60575.0
2011-08-01;Milho;22.9719;24.8686;1;76750.0;67100.0;77900.0;66800.0
2011-07-01;Milho;23.8877;25.0698;1;66875.0;60500.0;70375.0;60300.0
2011-06-01;Milho;23.7858;25.2141;1;64800.0;72050.0;76500.0;63600.0
2011-05-01;Milho;23.6378;25.1634;1;71750.0;75275.0;76150.0;65900.0
2011-04-01;Milho;23.7867;25.4443;1;75650.0;73425.0;78875.0;72600.0
2011-03-01;Milho;23.0505;25.0164;1;70100.0;73050.0;74200.0;61525.0
2011-02-01;Milho;22.3384;24.7996;1;73100.0;66900.0;74425.0;66625.0
2011-01-01;Milho;20.6771;23.3456;1;67000.0;63425.0;67700.0;60400.0
2010-12-01;Milho;19.9703;22.6773;1;63650.0;54450.0;63850.0;54250.0
2010-11-01;Milho;20.0336;22.1113;1;54400.0;59800.0;61750.0;52025.0
2010-10-01;Milho;18.0577;20.0707;1;59500.0;50750.0;59800.0;46600.0
2010-09-01;Milho;16.3542;18.3242;1;50825.0;43875.0;54100.0;43775.0
2010-08-01;Milho;14.0885;16.2678;1;43925.0;40550.0;44525.0;39925.0
2010-07-01;Milho;13.4345;15.3518;1;40675.0;36275.0;41000.0;35975.0
2010-06-01;Milho;14.1672;15.6352;1;36275.0;36875.0;37650.0;33275.0
2010-05-01;Milho;13.8405;15.2317;1;36900.0;37450.0;38500.0;36200.0
2010-04-01;Milho;13.8156;15.2077;1;37525.0;35700.0;37775.0;35150.0
2010-03-01;Milho;14.0562;15.3541;1;35650.0;38900.0;39200.0;35500.0
2010-02-01;Milho;14.4733;15.666;1;38900.0;36700.0;39100.0;35900.0
2010-01-01;Milho;14.7924;16.549;1;36775.0;42475.0;43600.0;36625.0
2009-12-01;Milho;15.0431;16.7627;1;42425.0;41525.0;42900.0;37900.0
2009-11-01;Milho;15.6123;17.1188;1;41750.0;37500.0;42500.0;37250.0
2009-10-01;Milho;15.0612;16.5923;1;37925.0;35425.0;42450.0;34075.0
2009-09-01;Milho;14.7685;16.8317;1;35675.0;32825.0;36125.0;30200.0
2009-08-01;Milho;15.0692;17.5795;1;32975.0;35300.0;37600.0;31150.0
2009-07-01;Milho;15.9637;18.3305;1;34950.0;35150.0;36100.0;31475.0
2009-06-01;Milho;17.4812;19.4185;1;35450.0;44400.0;46000.0;35450.0
2009-05-01;Milho;17.5791;19.1964;1;44625.0;40150.0;44675.0;39650.0
2009-04-01;Milho;16.6743;18.4493;1;40350.0;41150.0;41750.0;37000.0
2009-03-01;Milho;16.6296;18.9405;1;41475.0;35725.0;41600.0;34450.0
2009-02-01;Milho;17.8894;20.5914;1;35900.0;39000.0;39300.0;35050.0
2009-01-01;Milho;17.1725;20.34;1;39025.0;41350.0;43950.0;36975.0
2008-12-01;Milho;15.5461;18.2336;1;41775.0;36625.0;43350.0;30550.0
2008-11-01;Milho;16.1966;18.309;1;36575.0;41575.0;43950.0;35225.0
2008-10-01;Milho;17.3362;19.6559;1;41925.0;51250.0;51900.0;38000.0
2008-09-01;Milho;18.1071;20.784;1;50650.0;57600.0;59800.0;50475.0
2008-08-01;Milho;19.0385;21.897;1;58500.0;60900.0;62875.0;50450.0
2008-07-01;Milho;21.9783;24.1958;1;60750.0;73300.0;76350.0;56275.0
2008-06-01;Milho;19.8328;23.2034;1;73775.0;61075.0;77900.0;60900.0
2008-05-01;Milho;20.6083;23.6389;1;61250.0;61400.0;63900.0;58400.0
2008-04-01;Milho;20.1802;23.6833;1;61225.0;58200.0;62875.0;57450.0
2008-03-01;Milho;20.5016;23.9886;1;58200.0;55600.0;60075.0;51500.0
2008-02-01;Milho;21.369;24.0938;1;55650.0;51400.0;55975.0;50325.0
2008-01-01;Milho;22.8141;25.3667;1;51325.0;46675.0;53100.0;46675.0
2007-12-01;Milho;24.958;26.2748;1;46675.0;40100.0;46825.0;39975.0
2007-11-01;Milho;22.1265;23.4263;1;40150.0;39225.0;41100.0;38350.0
2007-10-01;Milho;19.9582;21.5522;1;39275.0;38900.0;39675.0;35200.0
2007-09-01;Milho;20.1652;20.7785;1;38925.0;34250.0;40475.0;33550.0
2007-08-01;Milho;16.67;17.8768;1;34000.0;34300.0;37200.0;32650.0
2007-07-01;Milho;14.7401;16.5621;1;34225.0;34025.0;36225.0;32450.0
2007-06-01;Milho;14.8261;16.4762;1;34000.0;39100.0;43600.0;33350.0
2007-05-01;Milho;14.8115;16.5113;1;39150.0;37350.0;40100.0;35200.0
2007-04-01;Milho;15.2791;16.9172;1;36750.0;36800.0;39700.0;35500.0
2007-03-01;Milho;17.0687;17.8629;1;38550.0;43650.0;43975.0;38550.0
2007-02-01;Milho;17.3042;18.3271;1;43550.0;41550.0;45025.0;40350.0
2007-01-01;Milho;18.082;18.7148;1;41575.0;39750.0;43075.0;36250.0
2006-12-01;Milho;17.7272;18.4387;1;39850.0;38975.0;40000.0;36200.0
2006-11-01;Milho;16.19;17.2678;1;39050.0;33450.0;39350.0;33450.0
2006-10-01;Milho;13.9077;15.6378;1;33475.0;27625.0;34625.0;27550.0
2006-09-01;Milho;12.7518;14.2029;1;27525.0;24775.0;28050.0;23600.0
2006-08-01;Milho;12.5458;13.9055;1;24800.0;25675.0;26600.0;23350.0
2006-07-01;Milho;13.0267;14.4429;1;25600.0;25000.0;27575.0;24775.0
2006-06-01;Milho;13.1832;14.5282;1;24600.0;26200.0;27150.0;23225.0
2006-05-01;Milho;12.2447;13.4234;1;26250.0;24850.0;27500.0;23550.0
2006-04-01;Milho;10.8654;12.5684;1;24900.0;24650.0;25525.0;24025.0
2006-03-01;Milho;11.37;13.5052;1;24725.0;23775.0;25300.0;22575.0
2006-02-01;Milho;13.2029;14.7255;1;23875.0;22825.0;23975.0;22550.0
2006-01-01;Milho;12.5146;14.6381;1;22900.0;22450.0;23175.0;21350.0
2005-12-01;Milho;12.1618;14.0307;1;22500.0;20225.0;22700.0;19950.0
2005-11-01;Milho;12.4779;14.5057;1;20175.0;21000.0;21325.0;20025.0
2005-10-01;Milho;14.0168;15.6303;1;21025.0;21775.0;22200.0;21000.0
2005-09-01;Milho;15.4079;16.5083;1;21775.0;21650.0;22275.0;20650.0
2005-08-01;Milho;15.6681;16.9286;1;21650.0;25000.0;25150.0;21500.0
2005-07-01;Milho;16.6482;17.1637;1;24825.0;22200.0;27300.0;22200.0
2005-06-01;Milho;16.7059;17.2608;1;22225.0;22925.0;24700.0;21900.0
2005-05-01;Milho;16.8212;17.6276;1;23075.0;21425.0;23600.0;20300.0
2005-04-01;Milho;17.2959;17.9389;1;21350.0;22150.0;22375.0;21125.0
2005-03-01;Milho;16.5363;17.1538;1;22100.0;22075.0;23800.0;21175.0
2005-02-01;Milho;14.0984;15.9089;1;22275.0;20475.0;22500.0;20175.0
2005-01-01;Milho;14.1072;15.6819;1;20450.0;21150.0;21725.0;20275.0
2004-11-01;Milho;14.6861;15.7828;1;21300.0;20400.0;21625.0;20100.0
2004-10-01;Milho;14.8292;16.4078;1;20375.0;21250.0;21900.0;20350.0
2004-09-01;Milho;15.6349;16.9779;1;21300.0;21600.0;22000.0;20850.0
2004-08-01;Milho;15.4836;16.9135;1;21625.0;23700.0;24500.0;21500.0
2004-07-01;Milho;16.494;17.7122;1;23775.0;22550.0;24525.0;22500.0
2004-06-01;Milho;17.9299;19.0091;1;22550.0;26250.0;26425.0;22500.0
2004-05-01;Milho;19.7989;20.2459;1;26250.0;30500.0;32250.0;26000.0
2004-04-01;Milho;19.8861;19.4868;1;29975.0;32125.0;32650.0;28175.0
2004-03-01;Milho;16.9936;17.5722;1;32025.0;32500.0;34200.0;30300.0
