Data,Estadual,País,USD,Previsão,Cultivo,model
2012-07-01,29.64,27.40,2.03,0.00,Trigo,PROPHET
2012-08-01,32.97,29.65,2.03,0.00,Trigo,PROPHET
2012-09-01,33.32,29.96,2.03,0.00,Trigo,PROPHET
2012-10-01,33.38,30.85,2.03,0.00,Trigo,PROPHET
2012-11-01,35.14,31.99,2.07,0.00,Trigo,PROPHET
2012-12-01,37.55,33.69,2.08,0.00,Trigo,PROPHET
2013-01-01,39.39,33.91,2.03,0.00,Trigo,PROPHET
2013-02-01,38.71,33.32,1.97,0.00,Trigo,PROPHET
2013-03-01,38.42,33.03,1.98,0.00,Trigo,PROPHET
2013-04-01,37.69,32.87,2.00,0.00,Trigo,PROPHET
2013-05-01,38.19,33.08,2.03,0.00,Trigo,PROPHET
2013-06-01,40.47,34.82,2.17,0.00,Trigo,PROPHET
2013-07-01,43.40,37.56,2.25,0.00,Trigo,PROPHET
2013-08-01,47.80,40.97,2.34,0.00,Trigo,PROPHET
2013-09-01,48.85,42.28,2.27,0.00,Trigo,PROPHET
2013-10-01,45.56,39.67,2.19,0.00,Trigo,PROPHET
2013-11-01,41.35,37.22,2.30,0.00,Trigo,PROPHET
2013-12-01,40.65,36.31,2.35,0.00,Trigo,PROPHET
2014-01-01,40.96,35.85,2.38,0.00,Trigo,PROPHET
2014-02-01,41.28,36.20,2.38,0.00,Trigo,PROPHET
2014-03-01,42.08,37.71,2.33,0.00,Trigo,PROPHET
2014-04-01,42.43,37.20,2.23,0.00,Trigo,PROPHET
2014-05-01,41.73,35.17,2.22,0.00,Trigo,PROPHET
2014-06-01,39.52,32.69,2.24,0.00,Trigo,PROPHET
2014-07-01,33.86,29.86,2.22,0.00,Trigo,PROPHET
2014-08-01,30.40,27.27,2.27,0.00,Trigo,PROPHET
2014-09-01,29.14,26.39,2.33,0.00,Trigo,PROPHET
2014-10-01,28.76,26.50,2.45,0.00,Trigo,PROPHET
2014-11-01,29.25,26.38,2.55,0.00,Trigo,PROPHET
2014-12-01,29.83,26.80,2.64,0.00,Trigo,PROPHET
2015-01-01,30.32,27.10,2.63,0.00,Trigo,PROPHET
2015-02-01,30.66,27.26,2.82,0.00,Trigo,PROPHET
2015-03-01,33.38,29.81,3.14,0.00,Trigo,PROPHET
2015-04-01,34.69,31.19,3.04,0.00,Trigo,PROPHET
2015-05-01,34.28,30.65,3.06,0.00,Trigo,PROPHET
2015-06-01,33.24,30.00,3.11,0.00,Trigo,PROPHET
2015-07-01,33.42,30.76,3.22,0.00,Trigo,PROPHET
2015-08-01,33.47,31.71,3.51,0.00,Trigo,PROPHET
2015-09-01,35.66,33.40,3.91,0.00,Trigo,PROPHET
2015-10-01,37.32,34.11,3.88,0.00,Trigo,PROPHET
2015-11-01,37.42,34.11,3.78,0.00,Trigo,PROPHET
2015-12-01,37.31,34.59,3.87,0.00,Trigo,PROPHET
2016-01-01,38.92,35.22,4.05,0.00,Trigo,PROPHET
2016-02-01,39.25,35.48,3.97,0.00,Trigo,PROPHET
2016-03-01,40.44,35.90,3.70,0.00,Trigo,PROPHET
2016-04-01,40.99,38.04,3.57,0.00,Trigo,PROPHET
2016-05-01,43.51,40.87,3.54,0.00,Trigo,PROPHET
2016-06-01,44.97,41.71,3.42,0.00,Trigo,PROPHET
2016-07-01,44.50,41.48,3.28,0.00,Trigo,PROPHET
2016-08-01,39.97,39.44,3.21,0.00,Trigo,PROPHET
2016-09-01,35.83,34.96,3.26,0.00,Trigo,PROPHET
2016-10-01,34.51,32.01,3.19,0.00,Trigo,PROPHET
2016-11-01,33.96,30.66,3.34,0.00,Trigo,PROPHET
2016-12-01,33.57,29.87,3.35,0.00,Trigo,PROPHET
2017-01-01,32.22,29.22,3.20,0.00,Trigo,PROPHET
2017-02-01,31.60,29.15,3.10,0.00,Trigo,PROPHET
